# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "reference/styphimurium.gff" "-o" "feature_counts/all_samples_counts.txt" "alignment_bam/acidic_sorted.bam" "alignment_bam/oxidative_sorted.bam" "alignment_bam/starvation_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment_bam/acidic_sorted.bam	alignment_bam/oxidative_sorted.bam	alignment_bam/starvation_sorted.bam
STM3858	NC_003197.2	4064805	4066184	-	1380	2016	657	505
STM3859	NC_003197.2	4066227	4067052	-	826	190	64	105
STM3860	NC_003197.2	4067140	4068897	+	1758	1445	828	518
STM3861	NC_003197.2	4069048	4070891	-	1844	21269	8434	4685
STM3862	NC_003197.2	4071066	4072513	-	1448	32378	6097	4743
STM3863	NC_003197.2	4072756	4073460	-	705	907	216	203
STM3864	NC_003197.2	4073684	4074112	-	429	10024	10547	1199
STM3865	NC_003197.2	4074124	4075517	-	1394	5483	11392	779
STM3866	NC_003197.2	4075533	4076408	-	876	7774	10914	1147
STM3867	NC_003197.2	4076447	4077995	-	1549	22284	25681	2107
STM3868	NC_003197.2	4078001	4078550	-	550	8984	3532	727
STM3869	NC_003197.2	4078549	4079032	-	484	39239	13876	1734
STM3870	NC_003197.2	4079079	4079330	-	252	32991	42733	2868
STM3871	NC_003197.2	4079365	4080196	-	832	11619	3866	809
STM3872	NC_003197.2	4080189	4080689	-	501	12626	1485	1075
STM3873	NC_003197.2	4081185	4081820	-	636	3746	400	467
STM3874	NC_003197.2	4081911	4083812	-	1902	10556	2644	476
STM3875	NC_003197.2	4084179	4084622	-	444	34564	3520	312
STM3876	NC_003197.2	4084712	4085268	-	557	3812	239	313
STM3877	NC_003197.2	4085215	4086313	+	1099	1410	820	513
STM3878	NC_003197.2	4086318	4087760	-	1443	1265	1372	190
STM3879	NC_003197.2	4087763	4089276	-	1514	5322	2472	1655
STM3880	NC_003197.2	4089596	4091475	+	1880	6704	1032	854
STM3881	NC_003197.2	4091572	4092091	+	520	8787	4231	742
STM3882	NC_003197.2	4092090	4093604	+	1515	2560	1498	227
STM3883	NC_003197.2	4093596	4094575	+	980	2127	1156	317
STM3884	NC_003197.2	4094585	4095490	+	906	10036	8035	12605
STM3885	NC_003197.2	4095610	4096553	+	944	1628	1224	922
STM3886	NC_003197.2	4096545	4097555	+	1011	1324	961	412
STM3887	NC_003197.2	4097521	4098959	-	1439	2113	651	608
STM3888	NC_003197.2	4098960	4099678	-	719	6284	2734	2130
STM3889	NC_003197.2	4100145	4101688	+	1544	34	6	2
STM3890	NC_003197.2	4101772	4101844	+	73	23734	319	62
STM3891	NC_003197.2	4102041	4105034	+	2994	3182	523	766
STM3893	NC_003197.2	4105041	4105139	+	99	10	0	0
STM3894	NC_003197.2	4105124	4105243	+	120	0	0	0
STM3895	NC_003197.2	4105296	4105375	+	80	17	0	0
STM3896	NC_003197.2	4105381	4105453	+	73	165	2	16
STM3897	NC_003197.2	4105558	4106406	-	849	4466	1788	1959
STM3898	NC_003197.2	4106499	4106851	+	353	69231	8777	4560
STM3899	NC_003197.2	4106876	4108407	-	1532	1762	332	171
STM3900	NC_003197.2	4108561	4108846	+	286	352	38	742
STM3901	NC_003197.2	4108972	4110632	+	1661	661	286	138
STM3902	NC_003197.2	4110615	4110892	+	278	0	0	0
STM3903	NC_003197.2	4110778	4111839	+	1062	1122	1869	493
STM3904	NC_003197.2	4111982	4113850	+	1869	1099	2303	623
STM3905	NC_003197.2	4113843	4115397	+	1555	3191	2237	897
STM3906	NC_003197.2	4115677	4115998	+	322	1086	141	338
STM3907	NC_003197.2	4115989	4116336	+	348	1351	223	354
STM3908	NC_003197.2	4116339	4117418	-	1080	777	523	104
STM3909	NC_003197.2	4117247	4118865	+	1619	4034	6766	274
STM3910	NC_003197.2	4118957	4119250	-	294	64386	9290	2868
STM3911	NC_003197.2	4119527	4119676	+	150	370	95	109
STM3912	NC_003197.2	4119776	4121800	+	2025	7594	2123	969
STM3913	NC_003197.2	4121840	4123334	-	1495	6805	4125	718
STM3914	NC_003197.2	4123440	4124705	-	1266	12787	4776	1411
STM3915	NC_003197.2	4124837	4125178	+	342	107059	33567	6829
STM3917	NC_003197.2	4125597	4126856	+	1260	36824	5358	2634
STM3918	NC_003197.2	4127086	4128189	+	1104	8401	2318	1509
STM3919	NC_003197.2	4128192	4129247	+	1056	14589	4013	3059
STM3920	NC_003197.2	4129293	4130433	+	1141	8091	2555	721
STM3921	NC_003197.2	4130430	4131692	+	1263	2395	2434	305
STM3922	NC_003197.2	4131676	4132759	+	1084	1253	1135	136
STM3923	NC_003197.2	4132780	4133016	+	237	322	640	48
STM3924	NC_003197.2	4133108	4133671	+	564	1398	432	97
STM3925	NC_003197.2	4133665	4134806	+	1142	2349	1208	255
STM3926	NC_003197.2	4134808	4136058	+	1251	2648	646	128
STM3927	NC_003197.2	4136040	4137134	+	1095	2468	860	31
STM3928	NC_003197.2	4137118	4138489	+	1372	3708	1578	706
STM3929	NC_003197.2	4138469	4139226	+	758	3590	1173	440
STM3930	NC_003197.2	4139425	4140818	+	1394	8485	3225	1374
STM3931	NC_003197.2	4140921	4140994	+	74	1696	201	465
STM3932	NC_003197.2	4141052	4141124	+	73	4340	195	1318
STM3933	NC_003197.2	4141148	4141231	+	84	4247	123	3
STM3934	NC_003197.2	4141277	4141350	+	74	3269	72	20
STM3935	NC_003197.2	4141935	4143144	-	1210	5564	4040	1268
STM3936	NC_003197.2	4143134	4144316	-	1183	2080	1918	835
STM3937	NC_003197.2	4144325	4145081	-	757	1943	1513	1529
STM3938	NC_003197.2	4145062	4146035	-	974	7500	3884	5092
STM3939	NC_003197.2	4146193	4148926	+	2734	30350	12908	4985
STM3940	NC_003197.2	4149026	4149387	+	362	328	42	2
STM3941	NC_003197.2	4149569	4150115	+	547	240	9	4
STM3942	NC_003197.2	4150123	4150489	+	367	1285	49	21
STM3943	NC_003197.2	4150560	4150893	-	334	11524	3102	1127
STM3944	NC_003197.2	4150950	4151345	-	396	240	84	141
STM3946	NC_003197.2	4152029	4152238	+	210	962	614	526
STM3947	NC_003197.2	4152263	4153099	+	837	1899	1404	905
STM3948	NC_003197.2	4153080	4153803	+	724	872	1010	296
STM3949	NC_003197.2	4153785	4154702	+	918	964	533	182
STM3950	NC_003197.2	4154690	4155418	+	729	1109	1004	497
STM3951	NC_003197.2	4155438	4157716	+	2279	7801	2943	1441
STM3952	NC_003197.2	4158073	4159138	+	1066	23155	891	963
STM3953	NC_003197.2	4159187	4159578	-	392	231	22	0
STM3954	NC_003197.2	4159583	4160051	-	469	112	0	6
STM3955	NC_003197.2	4160076	4160978	-	903	2028	433	122
STM3956	NC_003197.2	4161004	4161489	-	486	234	37	337
STM3957	NC_003197.2	4161620	4162505	+	886	19419	4937	2815
STM3958	NC_003197.2	4162571	4164418	+	1848	4372	1980	1007
STM3959	NC_003197.2	4164482	4165102	+	621	878	581	111
STM3960	NC_003197.2	4165142	4165775	-	634	504	217	46
STM3961	NC_003197.2	4165858	4166889	+	1032	3783	1464	935
STM3962	NC_003197.2	4166889	4167705	+	817	2112	1336	394
STM3963	NC_003197.2	4167786	4168685	+	900	767	172	164
STM3964	NC_003197.2	4168573	4169536	-	964	935	113	138
STM3965	NC_003197.2	4169764	4172039	+	2276	1479	808	1371
STM3966	NC_003197.2	4172367	4173726	+	1360	893	411	322
STM3967	NC_003197.2	4173806	4174630	-	825	669	599	283
STM3968	NC_003197.2	4174799	4175638	+	840	16803	27774	1249
STM3969	NC_003197.2	4175765	4177208	+	1444	2508	627	619
STM3970	NC_003197.2	4177293	4178059	+	767	9954	3410	3089
STM3971	NC_003197.2	4178057	4178674	+	618	1801	955	277
STM3972	NC_003197.2	4178660	4180311	+	1652	5575	3541	1275
STM3973	NC_003197.2	4180506	4180771	+	266	9404	3330	1613
STM3974	NC_003197.2	4180763	4181323	+	561	23455	3912	1585
STM3975	NC_003197.2	4181326	4182105	+	780	14824	1850	389
STM3976	NC_003197.2	4182135	4182929	+	795	2806	592	21
STM3977	NC_003197.2	4182937	4183441	-	505	17002	1310	562
STM3978	NC_003197.2	4183602	4185089	+	1488	10329	3099	1816
STM3979	NC_003197.2	4185165	4185876	+	712	8109	1958	775
STM3980	NC_003197.2	4186124	4186843	+	720	345	95	36
STM3981	NC_003197.2	4186892	4187953	+	1062	1684	507	726
STM3982	NC_003197.2	4188150	4189324	-	1175	228	105	3962
STM3983	NC_003197.2	4189323	4191593	-	2271	226	102	7351
STM3984	NC_003197.2	4191688	4193033	+	1346	4638	3257	762
STM3985	NC_003197.2	4193025	4193647	+	623	1188	1151	830
STM3986	NC_003197.2	4193671	4195137	+	1467	3590	1417	1058
STM3987	NC_003197.2	4195137	4195694	+	558	2846	1292	615
STM3988	NC_003197.2	4196072	4197613	+	1542	107	82	79
STM3989	NC_003197.2	4197683	4197756	+	74	1081	57	9
STM3990	NC_003197.2	4197871	4197943	+	73	2317	45	32
STM3991	NC_003197.2	4198129	4201123	+	2995	1114	284	406
STM3992	NC_003197.2	4201315	4201436	+	122	51	1	1
STM3993	NC_003197.2	4201697	4202227	-	531	1188	742	452
STM3994	NC_003197.2	4202209	4202805	-	597	1326	1033	654
STM3995	NC_003197.2	4202850	4203132	+	283	4360	11178	2384
STM3996	NC_003197.2	4203197	4204195	+	999	6458	4468	1154
STM3997	NC_003197.2	4204196	4204835	+	640	23446	5746	886
STM3998	NC_003197.2	4204848	4205756	-	909	5559	394	168
STM3999	NC_003197.2	4206130	4208930	+	2801	4459	5962	2333
STM4000	NC_003197.2	4209089	4209144	+	56	2249	422	243
STM4001	NC_003197.2	4209265	4209912	-	648	9764	1640	1032
STM4002	NC_003197.2	4210134	4210361	+	228	108462	19966	39115
STM4003	NC_003197.2	4210480	4210995	+	516	29980	3422	5478
STM4004	NC_003197.2	4211173	4212557	+	1385	11784	2377	1183
STM4005	NC_003197.2	4212870	4214288	-	1419	592	588	275
STM4006	NC_003197.2	4214288	4215410	-	1123	2006	926	524
STM4007	NC_003197.2	4215612	4217110	-	1499	9060	3612	215
STM4008	NC_003197.2	4217000	4217432	-	433	889	73	3
STM4009	NC_003197.2	4217386	4219220	+	1835	22981	6372	702
STM4010	NC_003197.2	4219275	4220015	-	741	858	191	350
STM4011	NC_003197.2	4219994	4220876	-	883	208	37	65
STM4012	NC_003197.2	4220869	4222110	-	1242	361	59	37
STM4013	NC_003197.2	4222112	4222994	-	883	574	39	329
STM4014	NC_003197.2	4222980	4224010	-	1031	382	35	96
STM4015	NC_003197.2	4224018	4224871	-	854	335	60	90
STM4016	NC_003197.2	4225023	4225726	-	704	72	0	0
STM4017	NC_003197.2	4225783	4227213	-	1431	654	165	70
STM4018	NC_003197.2	4227250	4228645	-	1396	823	240	261
STM4019	NC_003197.2	4228678	4230726	-	2049	1078	210	148
STM4020	NC_003197.2	4230758	4231621	-	864	519	191	53
STM4021	NC_003197.2	4231619	4232872	-	1254	75	115	12
STM4022	NC_003197.2	4232876	4233766	-	891	49	46	0
STM4023	NC_003197.2	4233777	4234685	-	909	90	39	40
STM4024	NC_003197.2	4234827	4235734	+	908	224	350	125
STM4025	NC_003197.2	4235757	4236571	+	815	4572	4043	3252
STM4026	NC_003197.2	4236750	4237361	+	612	4515	5330	432
STM4027	NC_003197.2	4237344	4238227	+	884	1466	876	333
STM4028	NC_003197.2	4238208	4238661	+	454	2043	1071	384
STM4029	NC_003197.2	4238646	4239647	+	1002	830	704	103
STM4030	NC_003197.2	4239662	4240123	-	462	3393	702	1607
STM4031	NC_003197.2	4240105	4240429	-	325	341	44	257
STM4032	NC_003197.2	4240502	4241438	-	937	1768	822	391
STM4033	NC_003197.2	4241997	4242251	+	255	1698	602	423
STM4034	NC_003197.2	4242298	4243244	-	947	1717	833	504
STM4035	NC_003197.2	4243224	4243870	-	647	1057	1061	1257
STM4036	NC_003197.2	4243856	4244771	-	916	1491	1751	2469
STM4037	NC_003197.2	4244771	4247833	-	3063	7588	6573	8381
STM4038	NC_003197.2	4248002	4248852	+	851	1674	384	395
STM4039	NC_003197.2	4249120	4250156	-	1037	1102	104	301
STM4040	NC_003197.2	4250376	4251434	+	1059	162	16	0
STM4041	NC_003197.2	4251789	4252119	-	331	789	935	75
STM4042	NC_003197.2	4252112	4252777	-	666	966	972	98
STM4042A	NC_003197.2	4252854	4253420	+	567	3849	2958	1090
STM4043	NC_003197.2	4253509	4253834	-	326	1443	446	411
STM4044	NC_003197.2	4253820	4254981	-	1162	135	96	212
STM4045	NC_003197.2	4255095	4255936	-	842	784	116	95
STM4046	NC_003197.2	4256065	4257338	-	1274	214	93	18
STM4047	NC_003197.2	4257321	4258934	-	1614	396	161	78
STM4048	NC_003197.2	4259012	4259914	+	903	535	127	663
STM4049	NC_003197.2	4260056	4260915	+	860	282	79	259
STM4050	NC_003197.2	4260912	4262101	-	1190	355	41	43
STM4051	NC_003197.2	4262565	4263248	+	684	85	11	13
STM4052	NC_003197.2	4263406	4264720	-	1315	500	195	153
STM4053	NC_003197.2	4264706	4265229	-	524	35	22	6
STM4054	NC_003197.2	4265240	4266229	-	990	147	56	38
STM4055	NC_003197.2	4266430	4267172	+	743	33476	19088	5527
STM4056	NC_003197.2	4267179	4267931	+	753	733	1160	60
STM4057	NC_003197.2	4267936	4268338	+	403	643	622	70
STM4058	NC_003197.2	4268389	4269776	-	1388	2739	1083	525
STM4059	NC_003197.2	4269759	4270471	-	713	6307	5996	853
STM4060	NC_003197.2	4270595	4271108	+	514	3756	886	1647
STM4061	NC_003197.2	4271244	4272158	+	915	5486	2002	1325
STM4062	NC_003197.2	4272334	4273305	+	972	12199	10435	2749
STM4063	NC_003197.2	4273503	4274498	+	996	787	91	1778
STM4064	NC_003197.2	4274584	4275354	+	771	8142	3320	361
STM4065	NC_003197.2	4275610	4276951	+	1342	352	71	213
STM4066	NC_003197.2	4276955	4277921	+	967	67	74	2
STM4067	NC_003197.2	4277924	4278971	+	1048	3778	986	536
STM4068	NC_003197.2	4279027	4279756	+	730	9337	1257	666
STM4069	NC_003197.2	4279846	4280018	+	173	159	28	66
STM4070	NC_003197.2	4280029	4280165	+	137	101	39	12
STM4071	NC_003197.2	4280255	4280525	-	271	302	118	1841
STM4072	NC_003197.2	4280619	4282223	-	1605	1311	336	6625
STM4073	NC_003197.2	4282299	4283270	-	972	1937	529	6426
STM4074	NC_003197.2	4283503	4285049	+	1547	768	129	8759
STM4075	NC_003197.2	4285035	4286086	+	1052	144	89	2371
STM4076	NC_003197.2	4286075	4287084	+	1010	167	45	5337
STM4077	NC_003197.2	4287101	4288135	+	1035	609	220	7286
STM4078	NC_003197.2	4288152	4289039	+	888	100	217	4702
STM4079	NC_003197.2	4289071	4289412	+	342	101	200	2212
STM4080	NC_003197.2	4289415	4290186	+	772	2704	865	6236
STM4081	NC_003197.2	4290278	4291058	-	781	46420	32425	3881
STM4082	NC_003197.2	4291158	4291766	-	609	2782	716	115
STM4083	NC_003197.2	4291844	4292283	+	440	609	372	204
STM4084	NC_003197.2	4292390	4293148	-	759	2204	3697	568
STM4085	NC_003197.2	4293233	4294243	-	1011	1516	766	635
STM4086	NC_003197.2	4294355	4295876	-	1522	5044	5745	62713
STM4087	NC_003197.2	4295884	4296874	-	991	4016	2900	46008
STM4088	NC_003197.2	4297112	4297367	+	256	67151	35211	35648
STM4089	NC_003197.2	4297589	4298074	-	486	8546	2118	1300
STM4090	NC_003197.2	4298167	4299108	-	942	1714	364	79
STM4091	NC_003197.2	4299163	4300505	-	1343	17042	32400	1028
STM4092	NC_003197.2	4300504	4301047	-	544	4683	3866	477
STM4093	NC_003197.2	4301126	4302100	-	975	27670	4110	1552
STM4094	NC_003197.2	4302194	4303230	-	1037	1827	1507	537
STM4095	NC_003197.2	4303374	4305584	-	2211	6214	2215	508
STM4096	NC_003197.2	4305766	4305988	+	223	112191	14042	679
STM4097	NC_003197.2	4306034	4306702	-	669	1869	190	74
STM4098	NC_003197.2	4306897	4308692	-	1796	1371	200	525
STM4099	NC_003197.2	4309144	4309477	-	334	20865	1606	2249
STM4100	NC_003197.2	4309711	4310886	+	1176	2509	743	115
STM4101	NC_003197.2	4310878	4313321	+	2444	3070	1692	488
STM4102	NC_003197.2	4313437	4314301	-	865	1062	109	207
STM4103	NC_003197.2	4315530	4316658	-	1129	646	148	171
STM4104	NC_003197.2	4316785	4318346	+	1562	1164	302	305
STM4105	NC_003197.2	4318378	4319431	+	1054	2847	255	1224
STM4106	NC_003197.2	4319437	4321776	+	2340	1767	60459	1591
STM4107	NC_003197.2	4321834	4322463	-	630	347	90	25
STM4108	NC_003197.2	4322716	4323833	-	1118	1586	1266	1032
STM4109	NC_003197.2	4323831	4324504	-	674	338	426	316
STM4110	NC_003197.2	4324504	4327011	-	2508	658	479	801
STM4112	NC_003197.2	4327301	4328393	+	1093	105	79	72
STM4113	NC_003197.2	4328396	4328728	+	333	555	549	576
STM4114	NC_003197.2	4328815	4331124	+	2310	1568	771	2677
STM4115	NC_003197.2	4331077	4331968	+	892	819	338	633
STM4116	NC_003197.2	4331958	4332323	+	366	157	96	72
STM4117	NC_003197.2	4332310	4333173	-	864	2861	674	110
STM4118	NC_003197.2	4333322	4335067	-	1746	8151	2959	375
STM4119	NC_003197.2	4335266	4337927	-	2662	10648	24351	3255
STM4120	NC_003197.2	4338286	4339524	-	1239	1650	3181	584
STM4121	NC_003197.2	4339438	4340530	+	1093	468	543	195
STM4122	NC_003197.2	4340529	4341314	+	786	322	681	65
STM4123	NC_003197.2	4341419	4342808	+	1390	715	1384	403
STM4125	NC_003197.2	4343021	4344010	+	990	3592	5722	829
STM4126	NC_003197.2	4343993	4345408	-	1416	5205	1729	6087
STM4127	NC_003197.2	4345577	4346227	+	651	7165	3574	2048
STM4128	NC_003197.2	4346232	4346602	+	371	3415	1709	967
STM4129	NC_003197.2	4346649	4347894	-	1246	11005	1479	1214
STM4130	NC_003197.2	4348109	4349967	+	1859	3424	1503	376
STM4131	NC_003197.2	4349912	4350763	+	852	4398	1652	470
STM4132	NC_003197.2	4351143	4352686	+	1544	32	1	1
STM4133	NC_003197.2	4352754	4352827	+	74	98	0	0
STM4134	NC_003197.2	4352942	4353014	+	73	146	0	13
STM4135	NC_003197.2	4353200	4356193	+	2994	749	473	591
STM4136	NC_003197.2	4356386	4356506	+	121	0	0	0
STM4137	NC_003197.2	4356672	4357713	+	1042	3429	1120	965
STM4138	NC_003197.2	4357696	4358672	+	977	3500	1875	590
STM4139	NC_003197.2	4358707	4359670	-	964	10123	796	73
STM4141	NC_003197.2	4359866	4360039	-	174	22	30	55
STM4142	NC_003197.2	4360059	4360131	+	73	1237	84	925
STM4143	NC_003197.2	4360143	4360224	+	82	18894	783	212
STM4144	NC_003197.2	4360344	4360415	+	72	18328	1082	241
STM4145	NC_003197.2	4360425	4360497	+	73	10708	662	100
STM4146	NC_003197.2	4360604	4361800	+	1197	212115	84521	4842
STM4147	NC_003197.2	4362019	4362413	+	395	7752	1211	1259
STM4148	NC_003197.2	4362404	4362960	+	557	16288	1688	536
STM4149	NC_003197.2	4363106	4363546	+	441	60723	11222	237
STM4150	NC_003197.2	4363535	4364254	+	720	105211	19777	1207
STM4151	NC_003197.2	4364660	4365171	+	512	204577	19057	1233
STM4152	NC_003197.2	4365224	4365603	+	380	345696	43490	3631
STM4153	NC_003197.2	4365911	4369949	+	4039	31311	24647	1562
STM4154	NC_003197.2	4370012	4374249	+	4238	28752	47853	2309
STM4155	NC_003197.2	4374291	4374614	+	324	190	17	14
STM4156	NC_003197.2	4374620	4374969	-	350	360	44	1
STM4157	NC_003197.2	4375357	4376373	+	1017	2750	2127	247
STM4158	NC_003197.2	4376696	4376884	+	189	1156	151	18
STM4159	NC_003197.2	4377035	4378182	-	1148	484	97	155
STM4160	NC_003197.2	4378165	4378947	-	783	82	47	92
STM4161	NC_003197.2	4378937	4379143	-	207	0	0	6
STM4162	NC_003197.2	4379118	4379888	-	771	132	36	82
STM4163	NC_003197.2	4379869	4380515	-	647	46	5	60
STM4164	NC_003197.2	4380504	4382411	-	1908	1558	213	321
STM4165	NC_003197.2	4382763	4383263	-	501	1442	518	6117
STM4166	NC_003197.2	4383327	4384117	+	791	553	272	419
STM4167	NC_003197.2	4384145	4385222	+	1078	761	1120	375
STM4168	NC_003197.2	4385221	4385903	+	683	856	645	364
STM4169	NC_003197.2	4385945	4386535	+	591	8131	2335	1258
STM4170	NC_003197.2	4386711	4386994	+	284	294814	262389	77539
STM4171	NC_003197.2	4387006	4387698	+	693	8048	1102	124
STM4172	NC_003197.2	4387740	4388209	-	470	285	129	108
STM4173	NC_003197.2	4388437	4389846	+	1410	1088	646	442
STM4174	NC_003197.2	4389838	4391177	+	1340	1453	1254	749
STM4175	NC_003197.2	4391174	4392475	-	1302	784	801	356
STM4176	NC_003197.2	4392475	4394201	-	1727	531	327	122
STM4177	NC_003197.2	4394688	4396232	+	1545	2609	547	410
STM4178	NC_003197.2	4396316	4396388	+	73	3	4	1
STM4179	NC_003197.2	4396624	4399617	+	2994	107	30	55
STM4180	NC_003197.2	4399810	4399931	+	122	2834	190	48
STM4181	NC_003197.2	4400260	4400708	-	449	6084	7697	3690
STM4182	NC_003197.2	4400666	4401783	+	1118	1101	257	644
STM4183	NC_003197.2	4401864	4403653	+	1790	339	222	2496
STM4184	NC_003197.2	4403670	4404989	+	1320	573	210	1891
STM4185	NC_003197.2	4405080	4406842	+	1763	841	301	1483
STM4186	NC_003197.2	4406806	4407217	-	412	521	154	381
STM4187	NC_003197.2	4407224	4408060	-	837	2629	766	1235
STM4188	NC_003197.2	4408069	4412035	+	3967	2922	3191	599
STM4189	NC_003197.2	4412285	4413933	+	1649	2596	1267	1106
STM4190	NC_003197.2	4414009	4414712	-	704	1731	873	351
STM4191	NC_003197.2	4414770	4414871	+	102	18	0	3
STM4192	NC_003197.2	4414899	4415445	+	547	14801	1932	1109
STM4193	NC_003197.2	4415480	4416361	+	882	8416	1887	752
STM4194	NC_003197.2	4416358	4416642	-	285	2143	794	830
STM4195	NC_003197.2	4416728	4417676	-	949	1232	528	322
STM4196	NC_003197.2	4417931	4418664	-	734	469	175	6
STM4197	NC_003197.2	4418856	4419153	-	298	64	4	0
STM4198	NC_003197.2	4419395	4419856	-	462	154	57	14
STM4199	NC_003197.2	4419847	4420457	-	611	230	151	23
STM4200	NC_003197.2	4420457	4422209	-	1753	180	136	70
STM4201	NC_003197.2	4422205	4422844	-	640	60	18	20
STM4202	NC_003197.2	4422830	4423952	-	1123	145	57	4
STM4203	NC_003197.2	4423936	4424301	-	366	66	10	0
STM4204	NC_003197.2	4424459	4426012	-	1554	9413	1047	300
STM4205	NC_003197.2	4426006	4426943	-	938	1880	134	37
STM4206	NC_003197.2	4426932	4427294	-	363	529	56	43
STM4207	NC_003197.2	4427622	4428351	-	730	374	358	119
STM4208	NC_003197.2	4428354	4429404	-	1051	187	120	260
STM4209	NC_003197.2	4429385	4429602	-	218	41	21	9
STM4210	NC_003197.2	4429594	4430552	-	959	285	110	43
STM4211	NC_003197.2	4430547	4432901	-	2355	403	185	75
STM4212	NC_003197.2	4433455	4433986	-	532	75	33	0
STM4213	NC_003197.2	4433979	4435413	-	1435	479	97	82
STM4214	NC_003197.2	4435396	4435600	-	205	5	9	2
STM4215	NC_003197.2	4435590	4436052	-	463	4	6	10
STM4216	NC_003197.2	4436205	4436525	-	321	4	0	0
STM4217	NC_003197.2	4436532	4437143	-	612	69	19	4
STM4218	NC_003197.2	4437140	4437435	-	296	38	10	0
STM4219	NC_003197.2	4438143	4438350	+	208	1388	438	849
STM4220	NC_003197.2	4438483	4439841	-	1359	5601	4225	1977
STM4221	NC_003197.2	4440161	4441826	+	1666	15231	16106	3420
STM4222	NC_003197.2	4442257	4442512	+	256	405	215	171
STM4223	NC_003197.2	4442546	4443214	+	669	118	32	24
STM4224	NC_003197.2	4443197	4443948	+	752	32	21	0
STM4225	NC_003197.2	4443940	4446044	+	2105	1889	715	432
STM4226	NC_003197.2	4446175	4446597	+	423	1898	1376	110
STM4227	NC_003197.2	4446763	4447669	-	907	823	455	442
STM4228	NC_003197.2	4447668	4449225	-	1558	626	160	525
STM4229	NC_003197.2	4449344	4450603	-	1260	570	165	2870
STM4230	NC_003197.2	4450883	4452005	+	1123	76	6	608
STM4231	NC_003197.2	4452083	4453452	+	1370	620	165	4886
STM4232	NC_003197.2	4453604	4454533	+	930	701	316	1350
STM4233	NC_003197.2	4454700	4455211	+	512	1110	905	1082
STM4234	NC_003197.2	4455212	4456097	+	886	1408	1287	1253
STM4235	NC_003197.2	4456196	4458633	-	2438	17914	8028	2786
STM4236	NC_003197.2	4458775	4459155	+	381	5507	1297	920
STM4237	NC_003197.2	4459198	4459872	+	675	19583	5887	3938
STM4238	NC_003197.2	4460038	4461376	+	1339	3236	908	379
STM4239	NC_003197.2	4461373	4461486	+	114	0	0	0
STM4240	NC_003197.2	4461496	4461717	+	222	3347	2672	27652
STM4241	NC_003197.2	4461816	4462341	-	526	8591	1510	737
STM4242	NC_003197.2	4462574	4463888	+	1315	1015	471	444
STM4243	NC_003197.2	4463976	4464974	+	999	7126	2710	1510
STM4244	NC_003197.2	4465129	4465384	+	256	427	253	159
STM4245	NC_003197.2	4465559	4466550	-	992	1275	1108	929
STM4246	NC_003197.2	4466589	4468022	+	1434	6683	1940	255
STM4247	NC_003197.2	4468043	4469133	+	1091	1751	1176	267
STM4248	NC_003197.2	4469271	4470512	+	1242	2406	1811	322
STM4249	NC_003197.2	4470688	4471412	+	725	2553	1612	151
STM4250	NC_003197.2	4471529	4471957	+	429	2604	1519	835
STM4251	NC_003197.2	4471947	4472316	+	370	750	947	525
STM4252	NC_003197.2	4472317	4472661	-	345	145	70	34
STM4253	NC_003197.2	4472642	4473100	-	459	174	105	15
STM4254	NC_003197.2	4473229	4476217	-	2989	4272	3266	632
STM4255	NC_003197.2	4476019	4476135	+	117	0	0	0
STM4256	NC_003197.2	4476202	4476832	+	631	7534	3214	1304
